"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.526958917298338,0.290503638292425,1.8139494582436,0.0700882175032778,-0.0433455157079352,1.09726335030461
"nitrogen_15cm",-0.043458282910125,0.0121008220911044,-3.59134962756556,0.000350589829189603,-0.0672141040838011,-0.019702461736449
"phh2o_15cm",0.0658835307006743,0.0441665369709017,1.49170696231132,0.136199853747808,-0.0208223431847528,0.152589404586101
"clay_15cm",0.0162106976899844,0.00331512329572446,4.88992301157891,1.23662200877365e-06,0.00970258810957733,0.0227188072703914
